UUID|Author|LastName|Name|Birth Year|Death Year|Author_name|Summary|Wiki_URL|cats|linked_authors|country|genera|title|uuid_coem|Image|Audio
00d9f3c0-efef-447f-9d2e-68d837231e55|Carrera Andrade, Jorge|Carrera Andrade|Jorge|1903|1978|Jorge Carrera Andrade|Jorge Carrera Andrade: (Quito, 18 de septiembre de 1903-Quito, 7 de noviembre de 1978) fue un escritor y poeta ecuatoriano. Miembro de la Academia Ecuatoriana de la Lengua.[1]​Su obra se considera la superación del modernismo y la iniciación de las vanguardias en su país. Cosmopolita en su formación y en sus planteos estéticos, trascendió ampliamente las fronteras locales y ejerció la traducción, el ensayo y la diplomacia, con el mismo ahínco con el que escribió poesía.[1]​[2]​Dedicó su vida a viajar y escribir poemas a lo largo de sesenta años dejando una vasta obra que lo convierte en uno de los poetas más prolíficos de su país, por lo que en 1976 dos años antes de su muerte la Academia de la Lengua del Ecuador propuso su candidatura al premio Nobel.[3]​|https://es.wikipedia.org/wiki/Jorge_Carrera_Andrade|Autobiógrafos de Ecuador,Cónsules (diplomacia),Diplomáticos de Ecuador,Embajadores de Ecuador en Venezuela,Embajadores de Ecuador en el Reino Unido,Escritores de Quito,Escritores en español del siglo XX,Fallecidos en 1978,Fallecidos en Quito,Francmasonería en Ecuador,Ganadores del Premio Eugenio Espejo,Hombres,Jorge Carrera Andrade,Masones de Ecuador,Miembros de la Academia Ecuatoriana de la Lengua,Ministros de Relaciones Exteriores de Ecuador,Nacidos en 1903,Nacidos en Quito,Poetas de Ecuador del siglo XX,Socialistas de Ecuador|Alfredo Gangotena,Antonio Machado,César Dávila Andrade,Francisco de Quevedo,Gabriela Mistral,Jorge Enrique Adoum,Manuel Machado,Pablo Neruda,Paul Valéry,Paul Éluard,Pierre Reverdy,Tristan Tzara|Ecuador|modernismo|Amigo de las nubes|4f8c5566-4d3b-49bc-a4cc-ffa461cf345a|Sagan.png|tenquita.mp3
92c4ac09-b4e8-4eb9-aaca-2f170ab567fa|Carvajal y Mendoza, Luisa de|Carvajal y Mendoza|Luisa de|1566|1614|Luisa Carvajal y Mendoza|Luisa Carvajal y Mendoza (Jaraicejo, 2 de enero de 1566[1]​ o 1568[2]​− Londres, 2 de enero de 1614) fue una poetisa mística de España.|https://es.wikipedia.org/wiki/Luisa_Carvajal_y_Mendoza|Epistolarios,Escritoras de España,Escritoras de Extremadura,Escritores católicos,Escritores en español del siglo XVI,Escritores en español del siglo XVII,Españolas del siglo XVI,Españolas del siglo XVII,Fallecidos en 1614,Fallecidos en Londres,Mujeres,Mártires católicos de España,Nacidos en 1566,Nacidos en Jaraicejo,Poetas de España del siglo XVI,Poetas de España del siglo XVII,Poetisas de España,Religiosos católicos||España|Unknown|A Cristo Nuestro Señor|89e3a6a5-2200-49bd-be41-48c4e29f3e9b|Sagan.png|tenquita.mp3
e04188e4-16ae-496f-837c-aa8ef8052771|Casal, Julián del|Casal|Julián del|1863|1893|Julián del Casal|Julián del Casal y de la Lastra (La Habana, 7 de noviembre de 1863 - La Habana, 21 de octubre de 1893) fue un poeta cubano, uno de los máximos exponentes de la literatura modernista en español.[1]​|https://es.wikipedia.org/wiki/Juli%C3%A1n_del_Casal|Escritores del Modernismo,Escritores en español del siglo XIX,Fallecidos en 1893,Fallecidos en La Habana,Hombres,Muertos por risa,Nacidos en 1863,Nacidos en La Habana,Poetas de Cuba|José Martí,Lola Rodríguez de Tió,Rubén Darío,Salvador Rueda|Cuba|Unknown|A un dictador|31f4bb3c-115c-4026-8f5c-386ff49ab071|Sagan.png|tenquita.mp3
5559059f-217b-4a28-9c3a-4a58dbe7f424|Casanova, Sofía|Casanova|Sofía|1861|1958|Sofía Casanova|Sofía Guadalupe Pérez Casanova de Lutosławski (Almeiras, La Coruña,[1]​ 30 de septiembre de 1861-Poznań, Polonia, 16 de enero de 1958) fue una periodista, poeta y novelista, la primera española que se convirtió en corresponsal permanente en un país extranjero y corresponsal de guerra.[2]​ Fue una mujer culta, muy conocida en los ambientes literarios de la época.[3]​ En su trabajo destacó el perfil humano de sus crónicas como corresponsal del diario ABC en Polonia y Rusia en las que narraba el sufrimiento de la población civil durante las guerras que cubrió, a las que se añadía el valor literario.[4]​ Su actividad por toda Europa le permitió vivir acontecimientos como la lucha de las sufragistas en Inglaterra, el desarrollo del sindicalismo, la formación del Partido Bolchevique en la Rusia zarista, la Primera y la Segunda Guerra Mundial además de la persecución de los judíos por el régimen nazi en el gueto de Varsovia. En 1915 entrevistó en exclusiva a Trotski. Colaboró en periódicos como ABC, La Época, El Liberal, El Imparcial de Madrid; en la revista Galicia, en otras publicaciones gallegas y en prensa internacional, como la Gazeta Polska y el New York Times. De convicciones católicas y monárquicas en la guerra civil española se sumó a los partidarios del general Franco.Vivió noventa y seis años. Su longeva vida le permitió dejar una amplia obra abarcando todos los géneros literarios.[5]​|https://es.wikipedia.org/wiki/Sof%C3%ADa_Casanova|Académicos correspondientes de la Real Academia Gallega,Candidatos al Premio Nobel de Literatura,Condecorados con la gran cruz de la Orden de Alfonso XII,Escritores de España del siglo XIX,Escritores de Galicia,Españolas del siglo XIX,Españolas del siglo XX,Fallecidos en 1958,Fallecidos en Poznan,Grandes cruces de la Orden de la Beneficencia,Mujeres,Nacidos en 1861,Nacidos en Almeiras,Poetisas de España|Benito Pérez Galdós,Emilia Pardo Bazán,Gertrudis Gómez de Avellaneda,Ramón de Campoamor|España|Romanticismo|Adonde quiera que la planta pongas...|a6d946a4-a8ae-4e01-88c7-4ee0ffbe6233|Sagan.png|tenquita.mp3
13d14e8a-48f5-4262-9e6b-7cd1a3023259|Castellanos, Rosario|Castellanos|Rosario|1925|1974|Rosario Castellanos|Rosario Alicia Castellanos Figueroa (Ciudad de México; 25 de mayo de 1925-Tel Aviv, Israel; 7 de agosto de 1974) fue una escritora, periodista y diplomática mexicana; considerada una de las literatas mexicanas más importantes del siglo XX. Fue embajadora de México en Israel hasta la fecha de su fallecimiento en 1974.[1]​ También es considerada como una de las pioneras del feminismo mexicano.|https://es.wikipedia.org/wiki/Rosario_Castellanos|Fallecidos en 1974,Mujeres,Nacidos en 1925,Rosario Castellanos|Augusto Monterroso,Ernesto Cardenal,Jaime Sabines|Mexico|Romanticismo|Lección de cocina|9d5ce784-02a3-4e2a-837f-548413144589|Sagan.png|tenquita.mp3
837881d4-2f77-43ea-a31d-d0055355be87|Castro, Rosalía de|Castro|Rosalía de|1837|1885|Rosalía de Castro|María Rosalía Rita de Castro (Santiago de Compostela, 23 de febrero de 1837-Padrón, 15 de julio de 1885) fue una poetisa y novelista española que escribió tanto en gallego como en castellano. Considerada entre los grandes poetas de la literatura española del siglo XIX,[1]​ representa junto con Eduardo Pondal y Curros Enríquez una de las figuras emblemáticas del Rexurdimento gallego,[2]​ no solo por su aportación literaria en general y por el hecho de que sus Cantares gallegos[3]​ sean entendidos como la primera gran obra de la literatura gallega contemporánea, sino por el proceso de sacralización al que fue sometida y que acabó por convertirla en encarnación y símbolo del pueblo gallego.[4]​ Además, es considerada junto con Gustavo Adolfo Bécquer, la precursora de la poesía española moderna.[5]​Escribir en gallego en el siglo XIX, es decir, en la época en la que vivió Rosalía, no resultaba nada fácil por un gran número de razones. La mayor parte de ellas estaba ligada al pensamiento y estructuración de la sociedad del momento, en la que la lengua gallega estaba muy desprestigiada y menospreciada, cada vez más distante de aquella época en la que había sido el idioma de la lírica galaicoportuguesa. Toda la tradición escrita se había perdido, por lo que se hacía necesario comenzar desde cero rompiendo con el sentimiento de desprecio e indiferencia hacia la lengua gallega, pero pocos eran los que se planteaban la tarea, pues esta habría constituido un motivo de desprestigio social. En un ambiente en el que el castellano era la lengua de la cultura y la lengua protegida de la clase minoritaria dominante, Rosalía de Castro otorgó prestigio al gallego al usarlo como vehículo de su obra Cantares gallegos y afianzó así el renacer cultural de la lengua.[6]​[7]​Aunque fue una asidua cultivadora de la prosa, Rosalía sobresalió en el campo de la poesía, a través de la creación de las que pueden ser consideradas sus tres obras clave: Cantares gallegos, Follas novas y En las orillas del Sar. La primera de ellas representa un canto colectivo, artísticamente logrado, que sirvió de espejo dignificante a la comunidad gallega al emplearse su lengua y tradiciones. También fue útil para proseguir con la tendencia tímidamente iniciada por el pontevedrés Xoán Manuel Pintos con su obra titulada A gaita galega (1853).En la segunda obra, la autora escribió una poesía de gran profundidad, que emplea el símbolo como método para expresar lo inefable y que revela la plurisignificación propia de la más elevada poesía. Junto con las obras Aires da miña terra (Curros Enríquez), Saudades gallegas (Valentín Lamas Carvajal) y Maxina ou a filla espúrea (Marcial Valladares Núñez) completa el conjunto de obras publicadas en la década de 1880 que hicieron de estos años una etapa clave en el desarrollo de la literatura gallega, aunque la obra de Rosalía siempre mantuvo una posición predominante con respecto al resto.Finalmente, En las orillas del Sar manifiesta un tono trágico que encaja con las duras circunstancias que rodearon los últimos años de la vida de Rosalía. Escrita en castellano, la obra ahonda en el lirismo subjetivo propio de Follas novas al mismo tiempo que se consolidan las formas métricas que allí apuntaban. Inicialmente calificado de precursor y obviado por la crítica de su tiempo, hoy en día existen diferentes estudiosos que lo consideran como la principal creación poética de todo el siglo XIX.En la actualidad, la figura de Rosalía de Castro y sus creaciones literarias continúan siendo objeto de una abundante bibliografía y recibiendo una constante atención crítica, tanto en España como en el extranjero.[7]​ Es tal la aceptación y el interés que las obras de esta escritora despiertan en el mundo, que en las últimas décadas sus poemas han sido traducidos a idiomas como el francés,[8]​ el alemán,[8]​ el ruso[9]​ y el japonés.[10]​[11]​|https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro|Fallecidos en 1885,Mujeres,Nacidos en 1837,Rosalía de Castro|Antonio Machado,Armando Palacio Valdés,Gustavo Adolfo Bécquer,Juan Ramón Jiménez,Miguel de Unamuno,Rubén Darío|España|Romanticismo|Ángel|102692b4-34ed-469c-bfbc-dac0489b8557|Sagan.png|tenquita.mp3
1ef0916c-eac0-4bf5-8980-9d572166781c|Catulo|Catulo|Unknown|Unknown|Unknown| Catulo||Unknown|Unknown||Romano|Unknown|¿A quién dono este agradable, nuevo librito...|ad0ed58b-e6b2-4b35-b82f-7b5168bcec00|Sagan.png|tenquita.mp3
33001d9c-f050-481d-ad38-75195cc19b46|Cavafis, Constantino|Cavafis|Constantino|1863|1933|Konstantínos Kaváfis|Konstantínos Kaváfis (en griego Κωνσταντίνος Πέτρου Καβάφης, Konstantinos Petrou Kavafis. Alejandría, Egipto; 29 de abril de 1863 – 29 de abril de 1933) fue un poeta griego, una de las figuras literarias más importantes del siglo XX y uno de los mayores exponentes del renacimiento de la lengua griega moderna.|https://es.wikipedia.org/wiki/Konstant%C3%ADnos_Kav%C3%A1fis|Escritores LGBT,Escritores en griego moderno,Escritores gais,Escritores modernos de ficción relacionada con la mitología griega,Fallecidos en 1933,Fallecidos en Alejandría,Griegos del Imperio otomano,Hombres,Nacidos en 1863,Nacidos en Alejandría,Personas homosexuales de Egipto,Personas homosexuales de Grecia,Poesía moderna,Poetas de Grecia del siglo XIX,Poetas de Grecia del siglo XX,Políglotas de Grecia|Carles Riba,Jaime Gil de Biedma,José María Álvarez,José Ángel Valente,Juan Luis Panero,Lawrence Durrell,Luis Alberto de Cuenca,Luis Antonio de Villena,Luis Cernuda,Marguerite Yourcenar,T. S. Eliot|Griego|Unknown|27 de junio de 1906, 2 p.m.|290f27ba-60a4-40b6-a2ba-b92732f612e2|Sagan.png|tenquita.mp3
e7fcad0a-2a44-45ee-b907-e6031e4321a1|Celaya, Gabriel|Celaya|Gabriel|1911|1991|Gabriel Celaya|"Rafael Gabriel Juan Múgica Celaya Leceta,[1]​ conocido como Gabriel Celaya (Hernani, Guipúzcoa, 18 de marzo de 1911 - Madrid, 18 de abril de 1991), fue un poeta español de la generación literaria de la posguerra. Celaya fue uno de los más destacados representantes de la que se denominó «poesía comprometida» o poesía social. Su obra y su figura tuvieron la influencia y fueron fruto de la estrecha colaboración con su esposa, Amparo Gastón.[2]​ Con Blas de Otero y Ángela Figuera Aymerich fueron llamados el ""triunvirato vasco"" de la poesía social.[3]​"|https://es.wikipedia.org/wiki/Gabriel_Celaya|Doctores honoris causa por la Universidad de Granada,Escritores del País Vasco,Escritores en español del siglo XX,Fallecidos en 1991,Fallecidos en Madrid,Hombres,Literatura social,Nacidos en 1911,Nacidos en Hernani,Poesía española contemporánea,Poetas de España del siglo XX,Poetas del País Vasco,Premio Nacional de las Letras Españolas,Residentes,Víctimas de la represión durante la dictadura franquista|Arthur Rimbaud,Blas de Otero,Eugenio de Nora,Federico García Lorca,Paul Éluard,Rainer Maria Rilke,William Blake,Ángela Figuera Aymerich|España|Romanticismo|A   Blas de Otero|8918c4b8-ad91-456a-9c5a-5f1ca2903fae|Sagan.png|tenquita.mp3
becf0445-41e0-4ec0-9f1c-6bc9bfba61ef|Cernuda, Luis|Cernuda|Luis|1902|1963|Luis Cernuda|Luis Cernuda Bidou o Bidón (Sevilla, 21 de septiembre de 1902-Ciudad de México, 5 de noviembre de 1963) fue un poeta y crítico literario español, miembro de la generación del 27.|https://es.wikipedia.org/wiki/Luis_Cernuda|Académicos e Investigadores de El Colegio de México,Críticos literarios de España del siglo XX,Escritores LGBT de España,Escritores de España de la Generación del 27,Escritores de España del siglo XX,Escritores de Sevilla,Escritores en español del siglo XX,Escritores españoles del exilio,Escritores gais,Exiliados del franquismo en Estados Unidos,Exiliados del franquismo en México,Exiliados del franquismo en Reino Unido,Fallecidos en 1963,Fallecidos en Ciudad de México,Hombres,Misiones Pedagógicas,Nacidos en 1902,Nacidos en Sevilla,Poetas de España del siglo XX,Poetas en español,Poetas sevillanos,Profesores de la Facultad de Filosofía y Letras de la Universidad Nacional Autónoma de México,Sepultados en Panteón Jardín,Traductores del alemán al español,Traductores del francés al español,Traductores del inglés al español|Antonio Machado,Arthur Rimbaud,Carlos Barral,Charles Baudelaire,Concha Méndez,Dámaso Alonso,Elena Garro,Emilio Prados,Federico García Lorca,Francisco Ayala,Francisco Brines,Fray Luis de León,Friedrich Hölderlin,Garcilaso de la Vega,Gerardo Diego,Gustavo Adolfo Bécquer,Gérard de Nerval,Heinrich Heine,Jenaro Talens,John Keats,Jorge Guillén,José Bergamín,José Emilio Pacheco,José Lezama Lima,José María Hinojosa,José María Souvirón,José Ortega y Gasset,Juan Gil-Albert,Juan Ramón Jiménez,Leopoldo Panero,Lope de Vega,Manuel Altolaguirre,Manuel Machado,María Zambrano,Miguel de Cervantes,Octavio Paz,Pablo Neruda,Paul Valéry,Paul Verlaine,Paul Éluard,Pedro Salinas,Percy Bysshe Shelley,Pierre Reverdy,Rafael Alberti,Ramón de Campoamor,Robert Browning,Rosa Chacel,Rubén Darío,Salvador Elizondo,Stéphane Mallarmé,T. S. Eliot,Tomás Segovia,Vicente Aleixandre,William Blake,Xavier Villaurrutia|España|Unknown|Pregones|80781a36-de8d-4fe0-81a9-7984815cd02d|Sagan.png|tenquita.mp3
f7333045-88d8-47a9-888c-83de4084bea8|Cervantes, Miguel de|Cervantes|Miguel de|1547|1616|Miguel de Cervantes|Miguel de Cervantes Saavedra (Alcalá de Henares,[4]​ 29 de septiembre de 1547-Madrid, 22 de abril[3]​ de 1616) fue un novelista, poeta, dramaturgo y soldado español.Es ampliamente considerado una de las máximas figuras de la literatura española. Fue el autor de El ingenioso hidalgo don Quijote de la Mancha, novela conocida habitualmente como El Quijote, que lo llevó a ser mundialmente conocido y a la cual muchos críticos han descrito como la primera novela moderna, así como una de las mejores obras de la literatura universal, cuya cantidad de ediciones y traducciones solo es superada por la Biblia.[5]​ A Cervantes se le ha dado el apelativo de «Príncipe de los Ingenios».[6]​|https://es.wikipedia.org/wiki/Miguel_de_Cervantes|Castellanos,Católicos de España,Críticos literarios de España del siglo XVI,Críticos literarios de España del siglo XVII,Dramaturgos de España del siglo XVI,Dramaturgos de España del siglo XVII,Dramaturgos de la Comunidad de Madrid,Esclavos de España,Escritores de Alcalá de Henares,Escritores de España del Siglo de Oro,Escritores en español del siglo XVI,Escritores en español del siglo XVII,Excomulgados por la Iglesia católica,Fallecidos en 1616,Historia de Argel,Hombres,Miguel de Cervantes,Militares de España del siglo XVI,Nacidos en 1547,Nacidos en Alcalá de Henares,Novelistas de España del siglo XVI,Novelistas de España del siglo XVII,Poetas de España del siglo XVI,Poetas de España del siglo XVII,Poetas en español,Presos en España|Alexandr Pushkin,Francisco de Quevedo,Johann Wolfgang von Goethe,Lope de Vega,Luis de Góngora y Argote,Michel de Montaigne,Pedro Calderón de la Barca,William Shakespeare|España|Romanticismo|El amante liberal|e66ebe88-1faf-4563-8b47-d90e9e1c0265|Sagan.png|tenquita.mp3
61364588-0a6e-43b1-934e-62ef048bbc87|Cetina, Gutierre de|Cetina|Gutierre de|1520|1557|Gutierre de Cetina|Gutierre qué no tienes novio (Sevilla, 1520-Puebla de los Ángeles, México, 1554) fue un poeta español del Renacimiento y del Siglo de Oro español.|https://es.wikipedia.org/wiki/Gutierre_de_Cetina|Escritores de España del Siglo de Oro,Escritores en español del siglo XVI,Fallecidos en 1557,Hombres,Nacidos en 1520,Nacidos en Sevilla,Poetas de España del siglo XVI,Poetas en español|Ausiàs March,Francesco Petrarca,Garcilaso de la Vega|España|Unknown|Amor, mueve las alas tan alto...|4790006e-ac3e-4a6e-8e6f-f68ea86fa2f0|Sagan.png|tenquita.mp3
73fca189-c1af-4a0f-9129-b072f9272b1f|Chacel, Rosa|Chacel|Rosa|1898|1994|Rosa Chacel|Rosa Clotilde Chacel Arimón (Valladolid, 3 de junio de 1898-Madrid, 27 de julio de 1994) fue una escritora española de la Generación del 27.|https://es.wikipedia.org/wiki/Rosa_Chacel|Ateneístas,Doctores honoris causa por la Universidad de Valladolid,Escritoras de Castilla y León,Escritoras de España de la Generación del 27,Escritores de España del siglo XX,Escritores de Valladolid,Escritores en español del siglo XX,Escritores españoles del exilio,Españolas del siglo XX,Exiliados del franquismo en Argentina,Exiliados del franquismo en Estados Unidos,Exiliados del franquismo en Francia,Exiliados del franquismo en Suiza,Fallecidos en 1994,Fallecidos en Madrid,Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Mujeres novelistas de Castilla y León,Nacidos en 1898,Nacidos en Valladolid,Novelistas de España del siglo XX,Premio Nacional de las Letras Españolas,Premios Castilla y León de las Letras|Clara Janés,José Ortega y Gasset,José Zorrilla,José de Espronceda,Juan Ramón Jiménez,Luis Antonio de Villena,Manuel Altolaguirre,Miguel de Unamuno,Ramón Gómez de la Serna|España|Unknown|En la ciudad de las grandes pruebas|1acf228e-de69-4b04-ad13-010ab5676ebe|Sagan.png|tenquita.mp3
f118e791-39d5-4baa-8b1a-ceb3d1b4c074|Chocano, José Santos|Chocano|José Santos|1875|1934|José Santos Chocano|José Santos Chocano Gastañodi (Lima, 14 de mayo de 1875-Santiago, 13 de diciembre de 1934) fue un destacado poeta peruano, conocido como «El Cantor de América» por antonomasia y nombrado por Manuel González Prada como el «Poeta Nacional del Perú». Su vida fue rocambolesca y estuvo ligada a la de los dictadores y los caudillos latinoamericanos de su tiempo. Es considerado uno de los poetas hispanoamericanos más importantes, por su poesía épica de tono grandilocuente, muy sonora y llena de color, aunque también produjo poesía lírica de singular intimismo, todas ellas trabajadas con depurado formalismo, dentro de los moldes del modernismo. Su obra se inspira mayormente en los temas, los paisajes y la gente de su país y de América en general. Su creación literaria obtuvo en el Perú un reconocimiento nunca antes visto; llegó a ser el literato más popular después de Ricardo Palma, aunque su ascendiente en los círculos literarios peruanos fue disminuyendo paulatinamente, en beneficio de otro grande de la poesía peruana, César Vallejo. No obstante, Chocano sigue siendo recordado por la mayoría de los peruanos como un gran poeta; algunos de sus composiciones como «Blasón», «Los caballos de los conquistadores» y «¡Quién sabe!…», son clásicos de las recitaciones hasta la actualidad.Su infancia transcurrió en plena Guerra del Pacífico, cuando los chilenos ocupaban la capital del Perú. Cursó sus estudios secundarios en el Instituto de Lima y en el Colegio de Lima. En 1891, ingresó a la Facultad de Letras de la Universidad Nacional Mayor de San Marcos, pero no concluyó su carrera. En 1894 se inició en el periodismo, colaborando en el diario La Tunda, que se oponía al segundo gobierno del general Andrés A. Cáceres. Acusado de subversión, fue encarcelado en una celda submarina de la Fortaleza del Real Felipe. Tenía entonces 20 años. Salió libre tras el triunfo de la revolución cívico-demócrata de 1895 y gozó del apoyo del nuevo gobierno. Publicó sus primeros poemarios y editó periódicos y revistas en la imprenta del Estado. Luego recorrió América como diplomático y aventurero; se desempeñó en algunas misiones diplomáticas que le condujeron a Centroamérica, Colombia y España. Durante su estancia en Madrid y dada su vinculación al movimiento modernista en torno al editor y librero Gregorio Pueyo, publicó su poemario Alma América (1906). Separado del servicio diplomático al ser involucrado en una estafa al Banco de España, pasó a Cuba, Puerto Rico y México, donde fue secretario del jefe revolucionario Pancho Villa. En 1915 se trasladó a Guatemala, donde colaboró con el dictador Manuel Estrada Cabrera, lo que casi lo llevó ser fusilado en 1920 al ser derrocado este, salvándose gracias a la intercesión de muchos estadistas y escritores del mundo. En 1921 volvió al Perú y el gobierno municipal de Lima lo nombró poeta laureado, otorgándole una corona de laureles de oro en 1922. Se declaró amigo y simpatizante del presidente Augusto B. Leguía. Se convirtió en el panegirista de las «dictaduras organizadoras» del continente. En 1925, asesinó de un disparo a quemarropa al joven escritor Edwin Elmore, luego de un altercado entre ambos en el local del diario El Comercio de Lima. Chocano salió en libertad a los dos años, pues el Congreso de mayoría leguiísta ordenó cortar el proceso judicial. Se fue a vivir a Santiago de Chile, donde padeció penurias económicas. En 1934 fue asesinado en un tranvía por Martín Bruce Padilla, un esquizofrénico que afirmó haberse asociado con el poeta en la búsqueda de tesoros ocultos, pero al verse marginado de los supuestos beneficios de la empresa, optó por vengarse de esa manera. En realidad, Chocano no halló ningún tesoro. Fue sepultado en Santiago. Treinta años después sus restos fueron trasladados a Lima.|https://es.wikipedia.org/wiki/Jos%C3%A9_Santos_Chocano|Alumnado de la Universidad Nacional Mayor de San Marcos,Asesinatos en Chile,Emigrantes peruanos hacia Chile,Escritores asesinados,Escritores de Lima,Escritores de Perú,Escritores del Modernismo,Escritores en español,Fallecidos en 1934,Fallecidos en Santiago de Chile,Fallecidos por arma blanca,Hombres,Intelectuales que colaboraron con las Fiestas Minervalias de Guatemala,Manuel Estrada Cabrera,Nacidos en 1875,Nacidos en Lima,Poetas asesinados,Poetas de Perú,Sanmarquinos (siglo XIX),Sanmarquinos (siglo XX),Sepultados en el Cementerio Presbítero Maestro,Socios correspondientes de la Academia Brasileña de Letras|Benito Pérez Galdós,César Vallejo,Emilia Pardo Bazán,Guillermo Valencia,Jacinto Benavente,José Asunción Silva,José Martí,José María Eguren,Leopoldo Lugones,Manuel Gutiérrez Nájera,Manuel Machado,Miguel de Unamuno,Ricardo Jaimes Freyre,Ricardo Palma,Rubén Darío,Walt Whitman|Peru|Romanticismo|A Lázaro|edd47551-5dfa-474f-ae45-db108aa020db|Sagan.png|tenquita.mp3
dd008aa3-37de-4cff-bb42-975b54bdef94|Christensen, Inger|Christensen|Inger|1935|2009|Inger Christensen|Inger Christensen (Vejle, Dinamarca, 16 de enero de 1935 - Copenhague, 2 de enero de 2009) fue una poeta, novelista y ensayista danesa.Christensen fue considerada la escritora danesa de más relevancia de su generación, enmarcando su obra normalmente en la poesía experimental.[1]​|https://es.wikipedia.org/wiki/Inger_Christensen|Danesas del siglo XX,Danesas del siglo XXI,Ensayistas de Dinamarca,Escritoras de Dinamarca,Escritores en danés,Fallecidos en 2009,Mujeres,Mujeres ensayistas,Mujeres novelistas de Dinamarca,Nacidos en 1935,Novelistas de Dinamarca del siglo XX,Poetas de Dinamarca del siglo XX,Poetisas de Dinamarca||Dinamarca|Novela|Alfabeto|804c6198-9e95-42bc-afe4-f66430a60dd7|Sagan.png|tenquita.mp3
7f643a2b-db20-4fe4-afea-7661e747fbae|Colonna, Victoria|Colonna|Victoria|1490|1547|Vittoria Colonna|Vittoria Colonna (Marino, abril de 1490[1]​ – Roma, 25 de febrero de 1547), marquesa de Pescara, fue una poetisa e influyente intelectual del Renacimiento italiano.|https://es.wikipedia.org/wiki/Vittoria_Colonna|Católicos disidentes,Escritoras de Italia,Escritores en italiano del siglo XVI,Fallecidos en 1547,Fallecidos en Roma,Familia Colonna,Miguel Ángel,Mujeres,Nacidos en 1490,Nacidos en Marino (Italia),Nobles italianas del siglo XVI,Poetas de Italia del siglo XVI,Poetisas de Italia|Francesco Petrarca|Italia|Unknown|Al cardenal Bembo|8e3f48ad-5022-48bb-b4b1-7ec6223bf447|Sagan.png|tenquita.mp3
fba04c9e-dca2-452d-8ed6-677fb6c58daf|Conde, Carmen|Conde|Carmen|1907|1996|Carmen Conde|Carmen Conde Abellán (Cartagena, 15 de agosto de 1907-Majadahonda, 8 de enero de 1996)[1]​ fue una poeta, prosista, dramaturga, ensayista y maestra española, considerada una de las voces más significativas de la generación poética del 27. En 1978 fue elegida la primera académica de número de la Real Academia Española,[nota 1]​ pronunciando su discurso de ingreso en 1979. En 1931, Conde fundó, junto a su marido Antonio Oliver Belmás, la primera Universidad Popular de Cartagena.|https://es.wikipedia.org/wiki/Carmen_Conde|Académicos de la Real Academia Española,Dramaturgas de España,Dramaturgos de España del siglo XX,Dramaturgos de la Región de Murcia,Ensayistas de España del siglo XX,Escritoras de España de la Generación del 27,Escritoras del siglo XX,Escritoras lesbianas,Escritores LGBT de España,Escritores bisexuales,Escritores de Cartagena,Escritores de literatura infantil de España,Escritores en español del siglo XX,Españolas del siglo XX,Fallecidos en 1996,Fallecidos en Majadahonda,Fallecidos por alzhéimer,Ganadores del Premio Nacional de Literatura Infantil y Juvenil de España,Maestras de la Segunda República Española,Misiones Pedagógicas,Mujeres,Mujeres en la guerra civil española,Mujeres ensayistas,Mujeres novelistas de España,Nacidos en 1907,Nacidos en Cartagena (España),Novelistas de Cartagena,Novelistas de España del siglo XX,Poetas de Cartagena,Poetas de España del siglo XX,Poetisas de España,Profesores de Cartagena,Sepultados en el cementerio de San Justo,Traductoras de España,Traductores de España del siglo XX,Traductores del francés al español,Traductores del italiano al español|Ana María Matute,Ernestina de Champourcín,Gabriela Mistral,Juan Ramón Jiménez,Miguel Hernández,Rubén Darío,Vicente Aleixandre|España|Unknown|Adolescencia|03de3fe1-b7a5-42ea-99a4-fe499be667a8|Sagan.png|tenquita.mp3
